n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,wait_time
138,KLUF,LUKE AFB,000000097820,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-03-07 20:50:00,2019-03-07 21:06:00,2019-03-07 21:16:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-03-07,2019-03-07 20:50:00,2019-03-07 20:50:00,null,1,null,3,J56,2019-03-07 20:50:00,GIE Demand,false,0.011111111
139,KLUF,LUKE AFB,000000160096,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-12 15:16:00,2020-08-12 15:24:00,2020-08-12 15:26:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-12,2020-08-12 15:16:00,2020-08-12 15:16:00,null,1,null,3,J56,2020-08-12 15:16:00,GIE Demand,false,0.0055555557
140,KLUF,LUKE AFB,000000176445,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-12-17 00:26:00,2020-12-17 00:35:00,2020-12-17 00:37:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-12-17,2020-12-17 00:26:00,2020-12-17 00:26:00,null,1,null,2,J56,2020-12-17 00:26:00,GIE Demand,false,0.00625
141,KLUF,LUKE AFB,000000120118,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-18 18:59:00,2019-09-18 19:19:00,2019-09-19 03:18:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-18,2019-09-18 19:00:00,2019-09-18 19:00:00,null,1,null,3,J56,2019-09-18 18:59:00,GIE Demand,false,0.013888889
142,KLUF,LUKE AFB,000000241478,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-06-02 13:31:00,2022-06-02 13:39:00,2022-06-02 13:44:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-06-02,2022-06-02 13:31:00,2022-06-02 13:31:00,null,1,null,3,J56,2022-06-02 13:31:00,GIE Demand,false,0.0055555557
143,KLUF,LUKE AFB,000000158199,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-29 14:24:00,2020-07-29 14:37:00,2020-07-29 16:03:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-29,2020-07-29 14:24:00,2020-07-29 14:24:00,null,1,null,3,J56,2020-07-29 14:24:00,GIE Demand,false,0.009027778
144,KLUF,LUKE AFB,000000117892,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-08-27 23:51:00,2019-08-28 00:00:00,2019-08-28 01:30:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-08-27,2019-08-27 23:51:00,2019-08-27 23:51:00,null,1,null,3,J56,2019-08-27 23:51:00,GIE Demand,false,0.00625
145,KLUF,LUKE AFB,000000195769,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-06-02 14:14:00,2021-06-02 14:23:00,2021-06-02 14:25:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-06-02,2021-06-02 14:14:00,2021-06-02 14:14:00,null,1,null,3,J56,2021-06-02 14:14:00,GIE Demand,false,0.00625
146,KLUF,LUKE AFB,000000115268,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-08-07 21:14:00,2019-08-07 21:32:00,2019-08-07 21:33:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-08-07,2019-08-07 21:14:00,2019-08-07 21:14:00,null,1,null,3,J56,2019-08-07 21:14:00,GIE Demand,false,0.0125
147,KLUF,LUKE AFB,000000201963,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-07-27 23:44:00,2021-07-27 23:52:00,2021-07-27 23:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-07-27,2021-07-27 23:44:00,2021-07-27 23:44:00,null,1,null,3,J56,2021-07-27 23:44:00,GIE Demand,false,0.0055555557
148,KLUF,LUKE AFB,000000164832,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-09-14 18:54:00,2020-09-14 19:03:00,2020-09-14 19:07:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-09-14,2020-09-14 18:54:00,2020-09-14 18:54:00,null,1,null,3,J56,2020-09-14 18:54:00,GIE Demand,false,0.00625
149,KLUF,LUKE AFB,000000229432,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-02 14:21:00,2022-03-02 14:29:00,2022-03-02 14:36:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-02,2022-03-02 14:21:00,2022-03-02 14:21:00,null,1,null,3,J56,2022-03-02 14:21:00,GIE Demand,false,0.0055555557
150,KLUF,LUKE AFB,000000239103,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-11 13:57:00,2022-05-11 14:05:00,2022-05-11 14:07:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-11,2022-05-11 13:57:00,2022-05-11 13:57:00,null,1,null,3,J56,2022-05-11 13:57:00,GIE Demand,false,0.0055555557
151,KLUF,LUKE AFB,000000169196,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-15 21:18:00,2020-10-15 21:26:00,2020-10-15 21:40:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-15,2020-10-15 21:18:00,2020-10-15 21:18:00,null,1,null,3,J56,2020-10-15 21:18:00,GIE Demand,false,0.0055555557
152,KLUF,LUKE AFB,000000274596,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-02-07 13:18:00,2023-02-07 13:26:00,2023-02-07 13:33:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-02-07,2023-02-07 13:18:00,2023-02-07 13:18:00,null,1,null,3,J56,2023-02-07 13:18:00,GIE Demand,false,0.0055555557
153,KLUF,LUKE AFB,000000237915,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-05-03 14:56:00,2022-05-03 15:09:00,2022-05-03 16:55:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-05-03,2022-05-03 14:56:00,2022-05-03 14:57:00,null,1,null,2,J56,2022-05-03 14:56:00,GIE Demand,false,0.009027778
154,KLUF,LUKE AFB,000000235089,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-04-13 13:30:00,2022-04-13 13:40:00,2022-04-13 13:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-04-13,2022-04-13 13:30:00,2022-04-13 13:30:00,null,1,null,3,J56,2022-04-13 13:30:00,GIE Demand,false,0.0069444445
155,KLUF,LUKE AFB,000000105272,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-05-14 18:27:00,2019-05-14 18:42:00,2019-05-15 17:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-05-14,2019-05-14 18:27:00,2019-05-14 18:27:00,null,1,null,3,J56,2019-05-14 18:27:00,GIE Demand,false,0.010416667
156,KLUF,LUKE AFB,000000119911,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-17 16:38:00,2019-09-17 16:50:00,2019-09-17 19:55:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-17,2019-09-17 16:38:00,2019-09-17 16:38:00,null,1,null,3,J56,2019-09-17 16:38:00,GIE Demand,false,0.008333334
157,KLUF,LUKE AFB,000000119913,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-17 16:40:00,2019-09-17 16:50:00,2019-09-17 19:56:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-17,2019-09-17 16:40:00,2019-09-17 16:40:00,null,1,null,3,J56,2019-09-17 16:40:00,GIE Demand,false,0.0069444445
158,KLUF,LUKE AFB,000000233428,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-03-31 13:53:00,2022-03-31 14:07:00,2022-03-31 14:16:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-03-31,2022-03-31 13:53:00,2022-03-31 13:53:00,null,1,null,3,J56,2022-03-31 13:53:00,GIE Demand,false,0.009722223
159,KLUF,LUKE AFB,000000254382,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-08-30 13:33:00,2022-08-30 13:41:00,2022-08-30 13:44:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-08-30,2022-08-30 13:33:00,2022-08-30 13:33:00,null,1,null,3,J56,2022-08-30 13:33:00,GIE Demand,false,0.0055555557
160,KLUF,LUKE AFB,000000151336,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-05 17:18:00,2020-06-05 17:28:00,2020-06-05 17:30:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-05,2020-06-05 17:18:00,2020-06-05 17:18:00,null,1,null,3,J56,2020-06-05 17:18:00,GIE Demand,false,0.0069444445
21,KLUF,LUKE AFB,000000273431,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-01-30 13:59:00,2023-01-30 14:07:00,2023-01-30 14:17:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-01-30,2023-01-30 13:59:00,2023-01-30 13:59:00,null,1,null,3,J56,2023-01-30 13:59:00,GIE Demand,false,0.0055555557
22,KLUF,LUKE AFB,000000126746,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-11-06 16:59:00,2019-11-06 17:08:00,2019-11-06 17:56:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-11-06,2019-11-06 16:59:00,2019-11-06 16:59:00,null,1,null,3,J56,2019-11-06 16:59:00,GIE Demand,false,0.00625
23,KLUF,LUKE AFB,000000111642,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-07-10 04:14:00,2019-07-10 04:35:00,2019-07-10 16:17:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-07-10,2019-07-10 04:14:00,2019-07-10 04:14:00,null,1,null,3,J56,2019-07-10 04:14:00,GIE Demand,false,0.014583333
24,KLUF,LUKE AFB,000000228536,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-02-22 22:01:00,2022-02-22 22:18:00,2022-02-22 22:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-02-22,2022-02-22 22:01:00,2022-02-22 22:01:00,null,1,null,3,J56,2022-02-22 22:01:00,GIE Demand,false,0.011805556
25,KLUF,LUKE AFB,000000170521,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-10-27 13:40:00,2020-10-27 13:48:00,2020-10-27 13:57:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-10-27,2020-10-27 13:40:00,2020-10-27 13:40:00,null,1,null,3,J56,2020-10-27 13:40:00,GIE Demand,false,0.0055555557
26,KLUF,LUKE AFB,000000183863,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-02-23 13:48:00,2021-02-23 14:05:00,2021-02-23 14:07:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-02-23,2021-02-23 13:48:00,2021-02-23 13:48:00,null,1,null,3,J56,2021-02-23 13:48:00,GIE Demand,false,0.011805556
27,KLUF,LUKE AFB,000000119914,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-09-17 16:40:00,2019-09-17 16:50:00,2019-09-17 19:57:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-09-17,2019-09-17 16:40:00,2019-09-17 16:40:00,null,1,null,3,J56,2019-09-17 16:40:00,GIE Demand,false,0.0069444445
28,KLUF,LUKE AFB,000000271259,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-01-12 13:07:00,2023-01-12 13:18:00,2023-01-12 13:20:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-01-12,2023-01-12 13:07:00,2023-01-12 13:07:00,null,1,null,3,J56,2023-01-12 13:07:00,GIE Demand,false,0.007638889
29,KLUF,LUKE AFB,000000241275,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-06-01 12:44:00,2022-06-01 12:52:00,2022-06-01 12:54:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-06-01,2022-06-01 12:44:00,2022-06-01 12:44:00,null,1,null,3,J56,2022-06-01 12:44:00,GIE Demand,false,0.0055555557
30,KLUF,LUKE AFB,000000136733,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-13 23:43:00,2020-02-13 23:55:00,2020-02-14 00:19:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-13,2020-02-13 23:43:00,2020-02-13 23:43:00,null,1,null,3,J56,2020-02-13 23:43:00,GIE Demand,false,0.008333334
31,KLUF,LUKE AFB,000000265419,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-11-16 22:13:00,2022-11-16 22:22:00,2022-11-16 22:27:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-11-16,2022-11-16 22:13:00,2022-11-16 22:13:00,null,1,null,3,J56,2022-11-16 22:13:00,GIE Demand,false,0.00625
32,KLUF,LUKE AFB,000000072433,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2018-07-18 20:52:00,2018-07-18 21:06:00,2018-07-18 21:13:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2018-07-18,2018-07-18 20:52:00,2018-07-18 20:53:00,null,1,null,2,J56,2018-07-18 20:52:00,GIE Demand,false,0.009722223
33,KLUF,LUKE AFB,000000136442,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-12 17:25:00,2020-02-12 17:38:00,2020-02-12 17:39:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-12,2020-02-12 17:25:00,2020-02-12 17:25:00,null,1,null,3,J56,2020-02-12 17:25:00,GIE Demand,false,0.009027778
34,KLUF,LUKE AFB,000000151779,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-06-09 19:18:00,2020-06-09 19:30:00,2020-06-09 19:34:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-06-09,2020-06-09 19:18:00,2020-06-09 19:18:00,null,1,null,3,J56,2020-06-09 19:18:00,GIE Demand,false,0.008333334
35,KLUF,LUKE AFB,000000097725,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-03-07 10:53:00,2019-03-07 11:12:00,2019-03-07 12:36:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-03-07,2019-03-07 10:53:00,2019-03-07 10:53:00,null,1,null,3,J56,2019-03-07 10:53:00,GIE Demand,false,0.013194445
36,KLUF,LUKE AFB,000000194889,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-05-21 15:02:00,2021-05-21 15:14:00,2021-05-21 15:34:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-05-21,2021-05-21 15:02:00,2021-05-21 15:02:00,null,1,null,3,J56,2021-05-21 15:02:00,GIE Demand,false,0.008333334
37,KLUF,LUKE AFB,000000127181,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-11-12 13:01:00,2019-11-12 13:14:00,2019-11-12 13:24:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-11-12,2019-11-12 13:01:00,2019-11-12 13:02:00,null,1,null,3,J56,2019-11-12 13:01:00,GIE Demand,false,0.009027778
38,KLUF,LUKE AFB,000000259905,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-10-06 13:59:00,2022-10-06 14:10:00,2022-10-06 14:14:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-10-06,2022-10-06 13:59:00,2022-10-06 13:59:00,null,1,null,3,J56,2022-10-06 13:59:00,GIE Demand,false,0.007638889
39,KLUF,LUKE AFB,000000096874,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-02-27 21:25:00,2019-02-27 21:33:00,2019-03-01 16:50:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-02-27,2019-02-27 21:25:00,2019-02-27 21:25:00,null,1,null,3,J56,2019-02-27 21:25:00,GIE Demand,false,0.0055555557
40,KLUF,LUKE AFB,000000161068,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-08-18 14:52:00,2020-08-18 15:04:00,2020-08-18 15:14:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-08-18,2020-08-18 14:52:00,2020-08-18 14:52:00,null,1,null,3,J56,2020-08-18 14:52:00,GIE Demand,false,0.008333334
41,KLUF,LUKE AFB,000000116276,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-08-15 04:25:00,2019-08-15 04:41:00,2019-08-15 04:43:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-08-15,2019-08-15 04:25:00,2019-08-15 04:25:00,null,1,null,3,J56,2019-08-15 04:25:00,GIE Demand,false,0.011111111
42,KLUF,LUKE AFB,000000171551,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-11-02 14:19:00,2020-11-02 14:33:00,2020-11-02 14:35:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-11-02,2020-11-02 14:19:00,2020-11-02 14:19:00,null,1,null,3,J56,2020-11-02 14:19:00,GIE Demand,false,0.009722223
43,KLUF,LUKE AFB,000000149879,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-05-28 15:44:00,2020-05-28 16:00:00,2020-05-28 18:27:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-05-28,2020-05-28 15:44:00,2020-05-28 15:45:00,null,1,null,3,J56,2020-05-28 15:44:00,GIE Demand,false,0.011111111
44,KLUF,LUKE AFB,000000225595,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2022-02-01 14:26:00,2022-02-01 14:36:00,2022-02-01 14:37:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2022-02-01,2022-02-01 14:26:00,2022-02-01 14:26:00,null,1,null,3,J56,2022-02-01 14:26:00,GIE Demand,false,0.0069444445
45,KLUF,LUKE AFB,000000117776,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-08-27 16:47:00,2019-08-27 17:05:00,2019-08-27 17:09:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-08-27,2019-08-27 16:47:00,2019-08-27 16:47:00,null,1,null,3,J56,2019-08-27 16:47:00,GIE Demand,false,0.0125
46,KLUF,LUKE AFB,000000202606,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-07-30 19:31:00,2021-07-30 19:40:00,2021-07-30 23:14:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-07-30,2021-07-30 19:31:00,2021-07-30 19:31:00,null,1,null,2,J56,2021-07-30 19:31:00,GIE Demand,false,0.00625
47,KLUF,LUKE AFB,000000174591,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-12-02 15:31:00,2020-12-02 15:45:00,2020-12-02 15:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-12-02,2020-12-02 15:31:00,2020-12-02 15:31:00,null,1,null,3,J56,2020-12-02 15:31:00,GIE Demand,false,0.009722223
48,KLUF,LUKE AFB,000000129360,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-12-05 15:27:00,2019-12-05 15:36:00,2019-12-05 15:40:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-12-05,2019-12-05 15:27:00,2019-12-05 15:27:00,null,1,null,3,J56,2019-12-05 15:27:00,GIE Demand,false,0.00625
49,KLUF,LUKE AFB,000000124094,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2019-10-18 19:25:00,2019-10-18 19:42:00,2019-10-18 19:46:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2019-10-18,2019-10-18 19:25:00,2019-10-18 19:25:00,null,1,null,3,J56,2019-10-18 19:25:00,GIE Demand,false,0.011805556
50,KLUF,LUKE AFB,000000176136,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-12-15 14:31:00,2020-12-15 14:43:00,2020-12-15 14:47:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-12-15,2020-12-15 14:31:00,2020-12-15 14:31:00,null,1,null,3,J56,2020-12-15 14:31:00,GIE Demand,false,0.008333334
51,KLUF,LUKE AFB,000000158196,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-07-29 14:20:00,2020-07-29 14:37:00,2020-07-29 16:03:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-07-29,2020-07-29 14:20:00,2020-07-29 14:20:00,null,1,null,3,J56,2020-07-29 14:20:00,GIE Demand,false,0.011805556
52,KLUF,LUKE AFB,000000179808,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-01-22 17:23:00,2021-01-22 17:37:00,2021-01-22 17:45:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-01-22,2021-01-22 17:23:00,2021-01-22 17:23:00,null,1,null,3,J56,2021-01-22 17:23:00,GIE Demand,false,0.009722223
53,KLUF,LUKE AFB,000000205620,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2021-08-23 17:55:00,2021-08-23 18:06:00,2021-08-23 18:08:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2021-08-23,2021-08-23 17:55:00,2021-08-23 17:55:00,null,1,null,3,J56,2021-08-23 17:55:00,GIE Demand,false,0.007638889
54,KLUF,LUKE AFB,000000274558,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2023-02-07 01:39:00,2023-02-07 01:59:00,2023-02-07 02:02:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2023-02-07,2023-02-07 01:39:00,2023-02-07 01:39:00,null,1,null,3,J56,2023-02-07 01:39:00,GIE Demand,false,0.013888889
55,KLUF,LUKE AFB,000000137126,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2020-02-19 01:45:00,2020-02-19 01:57:00,2020-02-19 02:11:00,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2020-02-19,2020-02-19 01:45:00,2020-02-19 01:45:00,null,1,null,3,J56,2020-02-19 01:45:00,GIE Demand,false,0.008333334
