n,base,base_nomenclature,order_no,line_no,del_no,supply_code,priority,part_number,spec_number,cage_code,part_description,demand_total_qty,uai,tail_number,variant,iwerk_customer,co_status,date_planned,ifs_delivered_date_uni,ifs_inv_closed_date,ifs_co_type,customer_no,po_num,po_status,wo_description,cust_wo_ref,rep_ind,unified_cwt,base_conus_oconus_afloat,smr_cd,created,date_released,date_reserved,date_partial_delivery,to_qty_dlvrd,squadron_name,adjusted_metric_priority,ia_code,gie_cleansed_datetime,categorization,is_tctd_demand,target
141,KLUF,LUKE AFB,120118,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/18/2019 18:59,9/18/2019 19:19,9/19/2019 3:18,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/18/2019,9/18/2019 19:00,9/18/2019 19:00,null,1,null,3,J56,9/18/2019 18:59,GIE Demand,FALSE,0.013888889
142,KLUF,LUKE AFB,241478,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/2/2022 13:31,6/2/2022 13:39,6/2/2022 13:44,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/2/2022,6/2/2022 13:31,6/2/2022 13:31,null,1,null,3,J56,6/2/2022 13:31,GIE Demand,FALSE,0.005555556
143,KLUF,LUKE AFB,158199,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/29/2020 14:24,7/29/2020 14:37,7/29/2020 16:03,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/29/2020,7/29/2020 14:24,7/29/2020 14:24,null,1,null,3,J56,7/29/2020 14:24,GIE Demand,FALSE,0.009027778
144,KLUF,LUKE AFB,117892,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/27/2019 23:51,8/28/2019 0:00,8/28/2019 1:30,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/27/2019,8/27/2019 23:51,8/27/2019 23:51,null,1,null,3,J56,8/27/2019 23:51,GIE Demand,FALSE,0.00625
145,KLUF,LUKE AFB,195769,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/2/2021 14:14,6/2/2021 14:23,6/2/2021 14:25,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/2/2021,6/2/2021 14:14,6/2/2021 14:14,null,1,null,3,J56,6/2/2021 14:14,GIE Demand,FALSE,0.00625
146,KLUF,LUKE AFB,115268,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/7/2019 21:14,8/7/2019 21:32,8/7/2019 21:33,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/7/2019,8/7/2019 21:14,8/7/2019 21:14,null,1,null,3,J56,8/7/2019 21:14,GIE Demand,FALSE,0.0125
147,KLUF,LUKE AFB,201963,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/27/2021 23:44,7/27/2021 23:52,7/27/2021 23:54,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/27/2021,7/27/2021 23:44,7/27/2021 23:44,null,1,null,3,J56,7/27/2021 23:44,GIE Demand,FALSE,0.005555556
148,KLUF,LUKE AFB,164832,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/14/2020 18:54,9/14/2020 19:03,9/14/2020 19:07,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/14/2020,9/14/2020 18:54,9/14/2020 18:54,null,1,null,3,J56,9/14/2020 18:54,GIE Demand,FALSE,0.00625
149,KLUF,LUKE AFB,229432,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/2/2022 14:21,3/2/2022 14:29,3/2/2022 14:36,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/2/2022,3/2/2022 14:21,3/2/2022 14:21,null,1,null,3,J56,3/2/2022 14:21,GIE Demand,FALSE,0.005555556
150,KLUF,LUKE AFB,239103,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/11/2022 13:57,5/11/2022 14:05,5/11/2022 14:07,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/11/2022,5/11/2022 13:57,5/11/2022 13:57,null,1,null,3,J56,5/11/2022 13:57,GIE Demand,FALSE,0.005555556
151,KLUF,LUKE AFB,169196,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/15/2020 21:18,10/15/2020 21:26,10/15/2020 21:40,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/15/2020,10/15/2020 21:18,10/15/2020 21:18,null,1,null,3,J56,10/15/2020 21:18,GIE Demand,FALSE,0.005555556
152,KLUF,LUKE AFB,274596,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/7/2023 13:18,2/7/2023 13:26,2/7/2023 13:33,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/7/2023,2/7/2023 13:18,2/7/2023 13:18,null,1,null,3,J56,2/7/2023 13:18,GIE Demand,FALSE,0.005555556
153,KLUF,LUKE AFB,237915,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/3/2022 14:56,5/3/2022 15:09,5/3/2022 16:55,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/3/2022,5/3/2022 14:56,5/3/2022 14:57,null,1,null,2,J56,5/3/2022 14:56,GIE Demand,FALSE,0.009027778
154,KLUF,LUKE AFB,235089,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/13/2022 13:30,4/13/2022 13:40,4/13/2022 13:43,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/13/2022,4/13/2022 13:30,4/13/2022 13:30,null,1,null,3,J56,4/13/2022 13:30,GIE Demand,FALSE,0.006944445
155,KLUF,LUKE AFB,105272,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/14/2019 18:27,5/14/2019 18:42,5/15/2019 17:43,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/14/2019,5/14/2019 18:27,5/14/2019 18:27,null,1,null,3,J56,5/14/2019 18:27,GIE Demand,FALSE,0.010416667
156,KLUF,LUKE AFB,119911,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/17/2019 16:38,9/17/2019 16:50,9/17/2019 19:55,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/17/2019,9/17/2019 16:38,9/17/2019 16:38,null,1,null,3,J56,9/17/2019 16:38,GIE Demand,FALSE,0.008333334
157,KLUF,LUKE AFB,119913,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/17/2019 16:40,9/17/2019 16:50,9/17/2019 19:56,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/17/2019,9/17/2019 16:40,9/17/2019 16:40,null,1,null,3,J56,9/17/2019 16:40,GIE Demand,FALSE,0.006944445
158,KLUF,LUKE AFB,233428,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/31/2022 13:53,3/31/2022 14:07,3/31/2022 14:16,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/31/2022,3/31/2022 13:53,3/31/2022 13:53,null,1,null,3,J56,3/31/2022 13:53,GIE Demand,FALSE,0.009722223
159,KLUF,LUKE AFB,254382,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/30/2022 13:33,8/30/2022 13:41,8/30/2022 13:44,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/30/2022,8/30/2022 13:33,8/30/2022 13:33,null,1,null,3,J56,8/30/2022 13:33,GIE Demand,FALSE,0.005555556
160,KLUF,LUKE AFB,151336,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/5/2020 17:18,6/5/2020 17:28,6/5/2020 17:30,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/5/2020,6/5/2020 17:18,6/5/2020 17:18,null,1,null,3,J56,6/5/2020 17:18,GIE Demand,FALSE,0.006944445
21,KLUF,LUKE AFB,273431,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/30/2023 13:59,1/30/2023 14:07,1/30/2023 14:17,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/30/2023,1/30/2023 13:59,1/30/2023 13:59,null,1,null,3,J56,1/30/2023 13:59,GIE Demand,FALSE,0.005555556
22,KLUF,LUKE AFB,126746,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/6/2019 16:59,11/6/2019 17:08,11/6/2019 17:56,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/6/2019,11/6/2019 16:59,11/6/2019 16:59,null,1,null,3,J56,11/6/2019 16:59,GIE Demand,FALSE,0.00625
23,KLUF,LUKE AFB,111642,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/10/2019 4:14,7/10/2019 4:35,7/10/2019 16:17,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/10/2019,7/10/2019 4:14,7/10/2019 4:14,null,1,null,3,J56,7/10/2019 4:14,GIE Demand,FALSE,0.014583333
24,KLUF,LUKE AFB,228536,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/22/2022 22:01,2/22/2022 22:18,2/22/2022 22:20,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/22/2022,2/22/2022 22:01,2/22/2022 22:01,null,1,null,3,J56,2/22/2022 22:01,GIE Demand,FALSE,0.011805556
25,KLUF,LUKE AFB,170521,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/27/2020 13:40,10/27/2020 13:48,10/27/2020 13:57,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/27/2020,10/27/2020 13:40,10/27/2020 13:40,null,1,null,3,J56,10/27/2020 13:40,GIE Demand,FALSE,0.005555556
26,KLUF,LUKE AFB,183863,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/23/2021 13:48,2/23/2021 14:05,2/23/2021 14:07,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/23/2021,2/23/2021 13:48,2/23/2021 13:48,null,1,null,3,J56,2/23/2021 13:48,GIE Demand,FALSE,0.011805556
27,KLUF,LUKE AFB,119914,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/17/2019 16:40,9/17/2019 16:50,9/17/2019 19:57,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/17/2019,9/17/2019 16:40,9/17/2019 16:40,null,1,null,3,J56,9/17/2019 16:40,GIE Demand,FALSE,0.006944445
28,KLUF,LUKE AFB,271259,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/12/2023 13:07,1/12/2023 13:18,1/12/2023 13:20,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/12/2023,1/12/2023 13:07,1/12/2023 13:07,null,1,null,3,J56,1/12/2023 13:07,GIE Demand,FALSE,0.007638889
29,KLUF,LUKE AFB,241275,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/1/2022 12:44,6/1/2022 12:52,6/1/2022 12:54,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/1/2022,6/1/2022 12:44,6/1/2022 12:44,null,1,null,3,J56,6/1/2022 12:44,GIE Demand,FALSE,0.005555556
30,KLUF,LUKE AFB,136733,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/13/2020 23:43,2/13/2020 23:55,2/14/2020 0:19,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/13/2020,2/13/2020 23:43,2/13/2020 23:43,null,1,null,3,J56,2/13/2020 23:43,GIE Demand,FALSE,0.008333334
31,KLUF,LUKE AFB,265419,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/16/2022 22:13,11/16/2022 22:22,11/16/2022 22:27,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/16/2022,11/16/2022 22:13,11/16/2022 22:13,null,1,null,3,J56,11/16/2022 22:13,GIE Demand,FALSE,0.00625
32,KLUF,LUKE AFB,72433,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/18/2018 20:52,7/18/2018 21:06,7/18/2018 21:13,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/18/2018,7/18/2018 20:52,7/18/2018 20:53,null,1,null,2,J56,7/18/2018 20:52,GIE Demand,FALSE,0.009722223
33,KLUF,LUKE AFB,136442,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/12/2020 17:25,2/12/2020 17:38,2/12/2020 17:39,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/12/2020,2/12/2020 17:25,2/12/2020 17:25,null,1,null,3,J56,2/12/2020 17:25,GIE Demand,FALSE,0.009027778
34,KLUF,LUKE AFB,151779,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/9/2020 19:18,6/9/2020 19:30,6/9/2020 19:34,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/9/2020,6/9/2020 19:18,6/9/2020 19:18,null,1,null,3,J56,6/9/2020 19:18,GIE Demand,FALSE,0.008333334
35,KLUF,LUKE AFB,97725,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,3/7/2019 10:53,3/7/2019 11:12,3/7/2019 12:36,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,3/7/2019,3/7/2019 10:53,3/7/2019 10:53,null,1,null,3,J56,3/7/2019 10:53,GIE Demand,FALSE,0.013194445
36,KLUF,LUKE AFB,194889,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/21/2021 15:02,5/21/2021 15:14,5/21/2021 15:34,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/21/2021,5/21/2021 15:02,5/21/2021 15:02,null,1,null,3,J56,5/21/2021 15:02,GIE Demand,FALSE,0.008333334
37,KLUF,LUKE AFB,127181,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/12/2019 13:01,11/12/2019 13:14,11/12/2019 13:24,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/12/2019,11/12/2019 13:01,11/12/2019 13:02,null,1,null,3,J56,11/12/2019 13:01,GIE Demand,FALSE,0.009027778
38,KLUF,LUKE AFB,259905,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/6/2022 13:59,10/6/2022 14:10,10/6/2022 14:14,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/6/2022,10/6/2022 13:59,10/6/2022 13:59,null,1,null,3,J56,10/6/2022 13:59,GIE Demand,FALSE,0.007638889
39,KLUF,LUKE AFB,96874,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/27/2019 21:25,2/27/2019 21:33,3/1/2019 16:50,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/27/2019,2/27/2019 21:25,2/27/2019 21:25,null,1,null,3,J56,2/27/2019 21:25,GIE Demand,FALSE,0.005555556
40,KLUF,LUKE AFB,161068,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/18/2020 14:52,8/18/2020 15:04,8/18/2020 15:14,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/18/2020,8/18/2020 14:52,8/18/2020 14:52,null,1,null,3,J56,8/18/2020 14:52,GIE Demand,FALSE,0.008333334
41,KLUF,LUKE AFB,116276,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/15/2019 4:25,8/15/2019 4:41,8/15/2019 4:43,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/15/2019,8/15/2019 4:25,8/15/2019 4:25,null,1,null,3,J56,8/15/2019 4:25,GIE Demand,FALSE,0.011111111
42,KLUF,LUKE AFB,171551,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/2/2020 14:19,11/2/2020 14:33,11/2/2020 14:35,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/2/2020,11/2/2020 14:19,11/2/2020 14:19,null,1,null,3,J56,11/2/2020 14:19,GIE Demand,FALSE,0.009722223
43,KLUF,LUKE AFB,149879,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,5/28/2020 15:44,5/28/2020 16:00,5/28/2020 18:27,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,5/28/2020,5/28/2020 15:44,5/28/2020 15:45,null,1,null,3,J56,5/28/2020 15:44,GIE Demand,FALSE,0.011111111
44,KLUF,LUKE AFB,225595,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/1/2022 14:26,2/1/2022 14:36,2/1/2022 14:37,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/1/2022,2/1/2022 14:26,2/1/2022 14:26,null,1,null,3,J56,2/1/2022 14:26,GIE Demand,FALSE,0.006944445
45,KLUF,LUKE AFB,117776,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/27/2019 16:47,8/27/2019 17:05,8/27/2019 17:09,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/27/2019,8/27/2019 16:47,8/27/2019 16:47,null,1,null,3,J56,8/27/2019 16:47,GIE Demand,FALSE,0.0125
46,KLUF,LUKE AFB,202606,1,1,Invent Order,2,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/30/2021 19:31,7/30/2021 19:40,7/30/2021 23:14,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/30/2021,7/30/2021 19:31,7/30/2021 19:31,null,1,null,2,J56,7/30/2021 19:31,GIE Demand,FALSE,0.00625
47,KLUF,LUKE AFB,174591,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/2/2020 15:31,12/2/2020 15:45,12/2/2020 15:46,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/2/2020,12/2/2020 15:31,12/2/2020 15:31,null,1,null,3,J56,12/2/2020 15:31,GIE Demand,FALSE,0.009722223
48,KLUF,LUKE AFB,129360,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/5/2019 15:27,12/5/2019 15:36,12/5/2019 15:40,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/5/2019,12/5/2019 15:27,12/5/2019 15:27,null,1,null,3,J56,12/5/2019 15:27,GIE Demand,FALSE,0.00625
49,KLUF,LUKE AFB,124094,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,10/18/2019 19:25,10/18/2019 19:42,10/18/2019 19:46,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,10/18/2019,10/18/2019 19:25,10/18/2019 19:25,null,1,null,3,J56,10/18/2019 19:25,GIE Demand,FALSE,0.011805556
50,KLUF,LUKE AFB,176136,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/15/2020 14:31,12/15/2020 14:43,12/15/2020 14:47,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/15/2020,12/15/2020 14:31,12/15/2020 14:31,null,1,null,3,J56,12/15/2020 14:31,GIE Demand,FALSE,0.008333334
51,KLUF,LUKE AFB,158196,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,7/29/2020 14:20,7/29/2020 14:37,7/29/2020 16:03,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,7/29/2020,7/29/2020 14:20,7/29/2020 14:20,null,1,null,3,J56,7/29/2020 14:20,GIE Demand,FALSE,0.011805556
52,KLUF,LUKE AFB,179808,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,1/22/2021 17:23,1/22/2021 17:37,1/22/2021 17:45,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,1/22/2021,1/22/2021 17:23,1/22/2021 17:23,null,1,null,3,J56,1/22/2021 17:23,GIE Demand,FALSE,0.009722223
53,KLUF,LUKE AFB,205620,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/23/2021 17:55,8/23/2021 18:06,8/23/2021 18:08,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/23/2021,8/23/2021 17:55,8/23/2021 17:55,null,1,null,3,J56,8/23/2021 17:55,GIE Demand,FALSE,0.007638889
54,KLUF,LUKE AFB,274558,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/7/2023 1:39,2/7/2023 1:59,2/7/2023 2:02,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/7/2023,2/7/2023 1:39,2/7/2023 1:39,null,1,null,3,J56,2/7/2023 1:39,GIE Demand,FALSE,0.013888889
55,KLUF,LUKE AFB,137126,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,2/19/2020 1:45,2/19/2020 1:57,2/19/2020 2:11,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,2/19/2020,2/19/2020 1:45,2/19/2020 1:45,null,1,null,3,J56,2/19/2020 1:45,GIE Demand,FALSE,0.008333334
56,KLUF,LUKE AFB,128870,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,11/27/2019 2:54,11/27/2019 3:10,11/27/2019 3:12,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,11/27/2019,11/27/2019 2:54,11/27/2019 2:54,null,1,null,3,J56,11/27/2019 2:54,GIE Demand,FALSE,0.011111111
57,KLUF,LUKE AFB,202900,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,8/3/2021 15:12,8/3/2021 15:22,8/3/2021 15:24,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,8/3/2021,8/3/2021 15:12,8/3/2021 15:12,null,1,null,3,J56,8/3/2021 15:12,GIE Demand,FALSE,0.006944445
58,KLUF,LUKE AFB,190238,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,4/15/2021 14:39,4/15/2021 14:54,4/15/2021 15:02,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,4/15/2021,4/15/2021 14:39,4/15/2021 14:39,null,1,null,3,J56,4/15/2021 14:39,GIE Demand,FALSE,0.010416667
59,KLUF,LUKE AFB,268695,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,12/14/2022 13:31,12/14/2022 13:44,12/14/2022 13:56,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,12/14/2022,12/14/2022 13:31,12/14/2022 13:31,null,1,null,3,J56,12/14/2022 13:31,GIE Demand,FALSE,0.009027778
60,KLUF,LUKE AFB,256322,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,9/13/2022 18:20,9/13/2022 18:28,9/13/2022 18:31,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,9/13/2022,9/13/2022 18:20,9/13/2022 18:20,null,1,null,3,J56,9/13/2022 18:20,GIE Demand,FALSE,0.005555556
161,KLUF,LUKE AFB,241475,1,1,Invent Order,3,2614658-4,2GLV16003-0004,55284,"WHEEL,LANDING GEAR",1,null,null,null,USAF,Invoiced/Closed,6/2/2022 13:26,6/2/2022 13:39,6/2/2022 13:44,SO,56FW,null,null,null,null,Repairable,0.01,ConUS,PAOODT,6/2/2022,6/2/2022 13:26,6/2/2022 13:26,null,1,null,3,J56,6/2/2022 13:26,GIE Demand,FALSE,0.009027778
